"dim_column_id","dim_table_id","ID","Name","Usage","OrderBy","IsKeyColumn","NameColumn_DataType","NameColumn_DataSize","NameColumn_NullProcessing","NameColumn_TableName","NameColumn_ColumnName"
"181","16","AMI 8A","Inpatient - AMI-8A - Primary PCI Received Within 90 Minutes of Hospital Arrival","Regular","Name","False","WChar","12","","InpatientDim","AMI_8A"
"182","16","CMS 1","Inpatient - CMS-01 - Catheter Associated UTI","Regular","Name","False","WChar","12","","InpatientDim","CMS_1"
"183","16","CMS 2","Inpatient - CMS-02 - Stage III or IV Pressure Ulcer","Regular","Name","False","WChar","12","","InpatientDim","CMS_2"
"184","16","CMS 3","Inpatient - CMS-03 - Vascular Catheter-associated Infection","Regular","Name","False","WChar","12","","InpatientDim","CMS_3"
"185","16","CMS 4","Inpatient - CMS-04 - Surgical Site Infection - Mediastinitis After CABG","Regular","Name","False","WChar","12","","InpatientDim","CMS_4"
"186","16","CMS 5","Inpatient - CMS-05 - Air Embolism","Regular","Name","False","WChar","12","","InpatientDim","CMS_5"
"187","16","CMS 6","Inpatient - CMS-06 - Blood Incompatibility","Regular","Name","False","WChar","12","","InpatientDim","CMS_6"
"188","16","CMS 9","Inpatient - CMS-09 - Diabetic Ketoacidosis","Regular","Name","False","WChar","12","","InpatientDim","CMS_9"
"189","16","CMS 10","Inpatient - CMS-10 - Nonketotic Hyperosmolar Coma","Regular","Name","False","WChar","12","","InpatientDim","CMS_10"
"190","16","CMS 11","Inpatient - CMS-11 - Hypoglycemic Coma","Regular","Name","False","WChar","12","","InpatientDim","CMS_11"
"191","16","CMS 12","Inpatient - CMS-12 - Secondary Diabetes with Ketoacidosis","Regular","Name","False","","","","",""
"192","16","CMS 13","Inpatient - CMS-13 - Secondary Diabetes with Hyperosmolarity","Regular","Name","False","","","","",""
"193","16","CMS 14","Inpatient - CMS-14 - Surgical Site Infection - Certain Orthopedic Surgery","Regular","Name","False","WChar","12","","InpatientDim","CMS_14"
"194","16","CMS 15","Inpatient - CMS-15 - Surgical Site Infection - Bariatric Surgery For Obesity","Regular","Name","False","WChar","12","","InpatientDim","CMS_15"
"195","16","CMS 16","Inpatient - CMS-16 - DVT-PE Following Hip or Knee Replacement","Regular","Name","False","WChar","12","","InpatientDim","CMS_16"
"196","16","CMS 17","Inpatient - CMS-17 - Surgical Site Infection Following Cardiac Implantable Electronic Device-Cied","Regular","Name","False","WChar","12","","InpatientDim","CMS_17"
"197","16","CMS 18","Inpatient - CMS-18 - Iatrogenic Pneumothorax with Venous Catheterization","Regular","Name","False","WChar","12","","InpatientDim","CMS_18"
"198","16","CMS 159","Inpatient - CMS-159 - Manifestations of Poor Glycemic Control","Regular","Name","False","WChar","12","","InpatientDim","CMS_159"
"199","16","AMI 10","Inpatient - AMI-10 - Statin Prescribed at Discharge","Regular","Name","False","WChar","12","","InpatientDim","AMI_10"
"200","16","HF 1","Inpatient - HF-1 - Discharge Instructions","Regular","Name","False","WChar","","","InpatientDim","HF_1"
"201","16","HF 2","Inpatient - HF-2 - Evaluation of LVS Function","Regular","Name","False","WChar","","","InpatientDim","HF_2"
"202","16","HF 3","Inpatient - HF-3 - ACEI or ARB for LVSD","Regular","Name","False","WChar","","","InpatientDim","HF_3"
"203","16","IMM 1A","Inpatient - IMM-1A - Pneumococcal Immunization (PPV23) - Overall Rate","Regular","Name","False","WChar","","","InpatientDim","IMM_1A"
"204","16","IMM 1B","Inpatient - IMM-1B - Pneumococcal Immunization (PPV23) – Age 65 and Older","Regular","Name","False","WChar","","","InpatientDim","IMM_1B"
"205","16","IMM 1C","Inpatient - IMM-1C - Pneumococcal Immunization (PPV23) – High Risk Populations Age 6 to 64","Regular","Name","False","WChar","","","InpatientDim","IMM_1C"
"206","16","PN 3A","Inpatient - PN-3A - Blood Cultures Performed Within 24 Hrs for Patients Transf or Admitted to ICU","Regular","Name","False","WChar","","","InpatientDim","PN_3A"
"207","16","PN 3B","Inpatient - PN-3B - Blood Cultures Performed in ED Prior to Initial Antibiotic Received in Hospital","Regular","Name","False","WChar","","","InpatientDim","PN_3B"
"208","16","PN 6","Inpatient - PN-6 - Initial Antibiotic Selection CAP in Immunocompetent Patients","Regular","Name","False","WChar","","","InpatientDim","PN_6"
"209","16","PN 6A","Inpatient - PN-6A - Initial Antibiotic Selection CAP in Immunocompetent Patients - ICU Patients","Regular","Name","False","WChar","","","InpatientDim","PN_6A"
"210","16","PN 6B","Inpatient - PN-6B - Initial Antibiotic Selection CAP in Immunocompetent Patients - Non ICU Patients","Regular","Name","False","WChar","","","InpatientDim","PN_6B"
"211","16","ED 1A","Inpatient - ED-1A - Median Time from ED Arrival to ED Departure for Admitted ED Patients - Overall","Regular","Name","False","WChar","","","InpatientDim","ED_1A"
"212","16","ED 1C","Inpatient - ED-1C - Median Time from ED Arrival to ED Departure for Admitted ED Patients - Psych","Regular","Name","False","WChar","","","InpatientDim","ED_1C"
"213","16","ED 2A","Inpatient - ED-2A - Admit Decision Time to ED Departure Time for Admitted Patients - Overall Rate","Regular","Name","False","WChar","","","InpatientDim","ED_2A"
"214","16","ED 2B","Inpatient - ED-2B - Admit Decision Time to ED Departure Time for Admitted Patients - Reporting","Regular","Name","False","WChar","","","InpatientDim","ED_2B"
"215","16","ED 2C","Inpatient - ED-2C -Admit Decision Time to ED Departure Time for Admitted Patients - Psych","Regular","Name","False","WChar","","","InpatientDim","ED_2C"
"216","16","IQI1 ESOPHAGEAL RESECTION VOL","Inpatient - IQI-01 - Esophageal Resection Volume","Regular","Name","False","WChar","12","","InpatientDim","IQI1_ESOPHAGEAL_RESECTION_VOL"
"217","16","IQI2 PANCREATIC RESECTION VOL","Inpatient - IQI-02 - Pancreatic Resection","Regular","Name","False","WChar","12","","InpatientDim","IQI2_PANCREATIC_RESECTION_VOL"
"218","16","IQI4 AAA REPAIR VOL","Inpatient - IQI-04 - Abdominal Aortic Aneurysm (AAA) Repair","Regular","Name","False","WChar","12","","InpatientDim","IQI4_AAA_REPAIR_VOL"
"219","16","IQI5 CABG VOL","Inpatient - IQI-05 - Coronary Artery Bypass Graft (CABG)","Regular","Name","False","WChar","12","","InpatientDim","IQI5_CABG_VOL"
"220","16","IQI6 PTCA VOL","Inpatient - IQI-06  - Percutaneous Coronary Intervention (PCI)","Regular","Name","False","WChar","12","","InpatientDim","IQI6_PTCA_VOL"
"221","16","IQI7 CAROTID ENDARTERECTOMY VOL","Inpatient - IQI-07 - Carotid Endarterectomy","Regular","Name","False","WChar","12","","InpatientDim","IQI7_CAROTID_ENDARTERECTOMY_VOL"
"222","16","IQI8 ESOPHAGEAL RESECTION MORT","Inpatient - IQI-08 - Esophageal Resection Mortality","Regular","Name","False","WChar","12","","InpatientDim","IQI8_ESOPHAGEAL_RESECTION_MORT"
"223","16","IQI9 PANCREATIC RESECTION MORT","Inpatient - IQI-09 - Pancreatic Resection Mortality","Regular","Name","False","WChar","12","","InpatientDim","IQI9_PANCREATIC_RESECTION_MORT"
"224","16","IQI11 AAA REPAIR MORT","Inpatient - IQI-11 - Abdominal Aortic Aneurysm (AAA) Repair Mortality","Regular","Name","False","WChar","12","","InpatientDim","IQI11_AAA_REPAIR_MORT"
"225","16","IQI12 CABG MORT","Inpatient - IQI-12 - Coronary Artery Bypass Graft (CABG) Mortality","Regular","Name","False","WChar","12","","InpatientDim","IQI12_CABG_MORT"
"226","16","IQI13 CRANIOTOMY MORT","Inpatient - IQI-13 - Craniotomy Mortality","Regular","Name","False","WChar","12","","InpatientDim","IQI13_CRANIOTOMY_MORT"
"227","16","IQI14 HIP REPLACEMENT MORT","Inpatient - IQI-14 - Hip Replacement Mortality","Regular","Name","False","WChar","12","","InpatientDim","IQI14_HIP_REPLACEMENT_MORT"
"228","16","IQI15 AMI MORT","Inpatient - IQI-15 - Acute Myocardial Infarction (AMI) Mortality","Regular","Name","False","WChar","12","","InpatientDim","IQI15_AMI_MORT"
"229","16","IQI16 CHF MORT","Inpatient - IQI-16 - Heart Failure Mortality","Regular","Name","False","WChar","12","","InpatientDim","IQI16_CHF_MORT"
"230","16","IQI17 ACUTE STROKE MORT","Inpatient - IQI-17 - Acute Stroke Mortality","Regular","Name","False","WChar","12","","InpatientDim","IQI17_ACUTE_STROKE_MORT"
"231","16","IQI18 GASTROINTESTINAL HEM MORT","Inpatient - IQI-18 - Gastrointestinal Hemorrhage Mortality","Regular","Name","False","WChar","12","","InpatientDim","IQI18_GASTROINTESTINAL_HEM_MORT"
"232","16","IQI19 HIP FRACTURE MORT","Inpatient - IQI-19 - Hip Fracture Mortality","Regular","Name","False","WChar","12","","InpatientDim","IQI19_HIP_FRACTURE_MORT"
"233","16","IQI20 PNEUMONIA MORT","Inpatient - IQI-20 -  Pneumonia Mortality","Regular","Name","False","WChar","12","","InpatientDim","IQI20_PNEUMONIA_MORT"
"234","16","IQI21 CESAREAN DELIVERY","Inpatient - IQI-21 - Cesarean Delivery Rate Uncomplicated","Regular","Name","False","WChar","12","","InpatientDim","IQI21_CESAREAN_DELIVERY"
"235","16","IQI22 VBAC UNCOMP","Inpatient - IQI-22 - Vaginal Birth After Cesarean (VBAC) Delivery Rate Uncomplicated","Regular","Name","False","WChar","12","","InpatientDim","IQI22_VBAC_UNCOMP"
"236","16","IQI23 LAPAROSCOPIC CHOLECYSTECTOMY","Inpatient - IQI-23 - Laparoscopic Cholecystectomy","Regular","Name","False","WChar","12","","InpatientDim","IQI23_LAPAROSCOPIC_CHOLECYSTECTOMY"
"237","16","IQI24 INCIDENTAL APPENDECTOMY ELDERLY","Inpatient - IQI-24 - Incidental Appendectomy in the Elderly","Regular","Name","False","WChar","12","","InpatientDim","IQI24_INCIDENTAL_APPENDECTOMY_ELDERLY"
"238","16","IQI25 BILATERAL CARDIAC CATH","Inpatient - IQI-25 -  Bilateral Cardiac Catheterization","Regular","Name","False","WChar","12","","InpatientDim","IQI25_BILATERAL_CARDIAC_CATH"
"239","16","IQI30 PTCA MORT","Inpatient - IQI-30 - Percutaneous Coronary Intervention (PCI) Mortality","Regular","Name","False","WChar","12","","InpatientDim","IQI30_PTCA_MORT"
"240","16","IQI31 CAROTID ENDARTERECTOMY MORT","Inpatient - IQI-31 - Carotid Endarterectomy Mortality","Regular","Name","False","WChar","12","","InpatientDim","IQI31_CAROTID_ENDARTERECTOMY_MORT"
"241","16","IQI32 AMI MORT RATE WO TRANSFER 1","Inpatient - IQI-32 - Acute Myocardial Infarction (AMI) Mortality Rate Without Transfer Cases","Regular","Name","False","WChar","12","","InpatientDim","IQI32_AMI_MORT_RATE_WO_TRANSFER"
"242","16","IQI33 PRI CESAREAN DELIVERY","Inpatient - IQI-33 - Primary Cesarean Delivery Rate Uncomplicated","Regular","Name","False","WChar","12","","InpatientDim","IQI33_PRI_CESAREAN_DELIVERY"
"243","16","IQI34 VBAC ALL","Inpatient - IQI-34 - Vaginal Birth After Cesarean (VBAC) All","Regular","Name","False","WChar","12","","InpatientDim","IQI34_VBAC_ALL"
"244","16","SCIP VTE 2","Inpatient - SCIP-VTE-2 - Surgery Patients VTE Prophylaxis 24 Hours Prior to 24 Hours After Surgery","Regular","Name","False","WChar","","","InpatientDim","SCIP_VTE_2"
"245","16","SCIP INF 10","Inpatient - SCIP-INF-10 - Active Warming Required in Surgeries beyond 1 hour","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_10"
"246","16","SCIP INF 9","Inpatient - SCIP-INF-9 - Urinary catheter removed on POD 1 or POD 2","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_9"
"247","16","SCIP INF 6","Inpatient - SCIP-INF-6 - Surgery Patients with Appropriate Hair Removal","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_6"
"248","16","SCIP CARD 2","Inpatient - SCIP-CARD-2 - Surgery Patients on BB Therapy Prior to Admsn Receiving BB Perioperative","Regular","Name","False","WChar","","","InpatientDim","SCIP_CARD_2"
"249","16","SCIP INF 1A","Inpatient - SCIP-INF-1A - Prophylactic Antibiotic Received 1 Hr Prior to Surgical Incision - Overall","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_1A"
"250","16","SCIP INF 1B","Inpatient - SCIP-INF-1B - Prophylactic Antibiotic Received 1 Hr Prior to Surgical Incision - CABG","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_1B"
"251","16","SCIP INF 1C","Inpatient - SCIP-INF-1C - Prophylactic Antibiotic Received 1 Hr Prior Surgical Incsn - Other Cardiac","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_1C"
"252","16","SCIP INF 1D","Inpatient - SCIP-INF-1D - Prophylactic Antibiotic Received 1 Hr Prior Srgcl Incsn - Hip Arthroplasty","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_1D"
"253","16","SCIP INF 1E","Inpatient - SCIP-INF-1E - Prophylactic Antibiotic Rec 1 Hr Prior Srgcl Incsn - Knee Arthroplasty","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_1E"
"254","16","SCIP INF 1G","Inpatient - SCIP-INF-1G - Prophylactic Antibiotic Rec 1 Hr Prior Srgcl Incsn - Hysterectomy","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_1G"
"255","16","SCIP INF 1H","Inpatient - SCIP-INF-1H - Prophylactic Antibiotic Rec 1 Hr Prior Srgcl Incsn - Vascular Surgery","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_1H"
"256","16","SCIP INF 2A","Inpatient - SCIP-INF-2A - Prophylactic Antibiotic Selection for Surgical Patients - Overall Rate","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_2A"
"257","16","SCIP INF 2B","Inpatient - SCIP-INF-2B - Prophylactic Antibiotic Selection for Surgical Patients - CABG","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_2B"
"258","16","SCIP INF 2C","Inpatient - SCIP-INF-2C - Prophylactic Antibiotic Selection for Surgical Patients - Cardiac Surgery","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_2C"
"259","16","SCIP INF 2D","Inpatient - SCIP-INF-2D - Prophylactic Antibiotic Selection for Surgical Patients - Hip Arthroplasty","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_2D"
"260","16","SCIP INF 2E","Inpatient - SCIP-INF-2E - Prophylactic Antibiotic Selection for Surgical Patients - Knee","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_2E"
"261","16","SCIP INF 2F","Inpatient - SCIP-INF-2F - Prophylactic Antibiotic Selection for Surgical Patients - Colon Surgery","Regular","Name","False","","","","",""
"262","16","SCIP INF 2G","Inpatient - SCIP-INF-2G - Prophylactic Antibiotic Selection for Surgical Patients - Hysterectomy","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_2G"
"263","16","SCIP INF 3B","Inpatient - SCIP-INF-3B - Prophylactic Antibiotics Discontinued  48 Hrs Aft Surgery – CABG","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_3B"
"264","16","SCIP INF 3C","Inpatient - SCIP-INF-3C - Prophylactic Antibiotics Discontinued  48 Hrs Aft Surgery - Cardiac","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_3C"
"265","16","SCIP INF 3D","Inpatient - SCIP-INF-3D - Prophylactic Antibiotics Discontinued  24 Hrs Aft Surgery - Hip","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_3D"
"266","16","SCIP INF 3E","Inpatient - SCIP-INF-3E - Prophylactic Antibiotics Discontinued  24 Hrs Aft Surgery - Knee","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_3E"
"267","16","SCIP INF 3F","Inpatient - SCIP-INF-3F - Prophylactic Antibiotics Discontinued  24 Hrs Aft Surgery - Colon","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_3F"
"268","16","SCIP INF 3G","Inpatient - SCIP-INF-3G - Prophylactic Antibiotics Discontinued  24 Hrs Aft Surgery – Hysterectomy","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_3G"
"269","16","SCIP INF 3H","Inpatient - SCIP-INF-3H - Prophylactic Antibiotics Discontinued  24 Hrs Aft Surgery - Vascular","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_3H"
"270","16","SCIP INF 4","Inpatient - SCIP-INF-4 - Cardiac Surgery Patients With Controlled 6 AM Postoperative Blood Glucose","Regular","Name","False","WChar","","","InpatientDim","SCIP_INF_4"
"271","16","SCIP INF 1F 1","Inpatient - SCIP-INF-1F - Prophylactic Antibiotic Rec 1 Hr Prior Srgcl Incsn - Colon Surgery","Regular","Name","False","","","","",""
"272","16","STK 1","Inpatient - STK-1 - Venous Thromboembolism (VTE Prophylaxis)","Regular","Name","False","WChar","","","InpatientDim","STK_1"
"273","16","STK 2","Inpatient - STK-2 - Discharged on Antithrombotic Therapy","Regular","Name","False","WChar","","","InpatientDim","STK_2"
"274","16","STK 3","Inpatient - STK-3 - Anticoagulation Therapy for Atrial Fibrillation Flutter","Regular","Name","False","WChar","","","InpatientDim","STK_3"
"275","16","STK 4","Inpatient - STK-4 - Thrombolytic Therapy","Regular","Name","False","WChar","","","InpatientDim","STK_4"
"276","16","STK 5","Inpatient - STK-5 - Antithrombotic Therapy By End of Hospital Day Two","Regular","Name","False","WChar","","","InpatientDim","STK_5"
"277","16","STK 6","Inpatient - STK-6 - Discharged on Statin Medication","Regular","Name","False","WChar","","","InpatientDim","STK_6"
"278","16","STK 8","Inpatient - STK-8 - Stroke Education","Regular","Name","False","WChar","","","InpatientDim","STK_8"
"279","16","STK 10","Inpatient - STK-10 - Assessed for Rehabilitation","Regular","Name","False","WChar","","","InpatientDim","STK_10"
"280","16","ANES COMP","Inpatient - Complications from Anesthesia","Regular","Name","False","WChar","","","InpatientDim","ANES_COMP"
"281","16","ASPIR PNEUMONIA","Inpatient - Aspir Pneumonia","Regular","Name","False","WChar","12","","InpatientDim","ASPIR_PNEUMONIA"
"282","16","BIRTH TRAUMA","Inpatient - PSI-17 - Birth Trauma Injury to Neonate","Regular","Name","False","WChar","","","InpatientDim","BIRTH_TRAUMA"
"283","16","CABG AFTER PTCA","Inpatient - CABG after Percutaneous Transluminal Coronary Angioplasty","Regular","Name","False","WChar","","","InpatientDim","CABG_AFTER_PTCA"
"284","16","DEATH LOW MORT DRG","Inpatient - PSI-02 - Death in Low Mortality DRGs","Regular","Name","False","WChar","","","InpatientDim","DEATH_LOW_MORT_DRG"
"285","16","DECUB ULCER RISK PAT","Inpatient - Decubitus Ulcer in High-risk Patients","Regular","Name","False","WChar","","","InpatientDim","DECUB_ULCER_RISK_PAT"
"286","16","DECUBITUS ULCER","Inpatient - PSI-03 - Pressure Ulcer","Regular","Name","False","WChar","","","InpatientDim","DECUBITUS_ULCER"
"287","16","FAIL RESCUE A","Inpatient - PSI-04A - Stratum DVT PE","Regular","Name","False","","","","",""
"288","16","FAIL RESCUE B","Inpatient - PSI-04B - Stratum Pneumonia","Regular","Name","False","","","","",""
"289","16","FAIL RESCUE C","Inpatient - PSI-04C - Stratum Sepsis","Regular","Name","False","","","","",""
"290","16","FAIL RESCUE D","Inpatient - PSI-04D - Stratum Shock Cardiac Arrest","Regular","Name","False","","","","",""
"291","16","FAIL RESCUE E","Inpatient - PSI-04E - GI Hemorrhage Acute Ulcer","Regular","Name","False","","","","",""
"292","16","FOREIGN BODY LEFT","Inpatient - PSI-05 - Retained Surgical Item or Unretrieved Device Fragment","Regular","Name","False","WChar","","","InpatientDim","FOREIGN_BODY_LEFT"
"293","16","IN HOSP FRAC","Inpatient - PSI-08 - In Hospital Fall with Hip Fracture","Regular","Name","False","WChar","","","InpatientDim","IN_HOSP_FRAC"
"294","16","INFECTION MED CARE","Inpatient - PSI-07 - Central Venous Catheter-Related Bloodstream Infection","Regular","Name","False","WChar","","","InpatientDim","INFECTION_MED_CARE"
"295","16","INTRAOP NERVE COMP","Inpatient - Intraop Nerve Compression","Regular","Name","False","","","","",""
"296","16","LATRO PNEUMOTHORAX","Inpatient - PSI-06 - Iatrogenic Pneumothorax","Regular","Name","False","WChar","","","InpatientDim","LATRO_PNEUMOTHORAX"
"297","16","MALIG HYPERTHERMIA","Inpatient - Malignant Hyperthermia","Regular","Name","False","WChar","","","InpatientDim","MALIG_HYPERTHERMIA"
"298","16","OB LACERATIONS","Inpatient - OB Lacerations","Regular","Name","False","WChar","","","InpatientDim","OB_LACERATIONS"
"299","16","OB TRA CSECT","Inpatient - OB Trauma C-Section","Regular","Name","False","WChar","","","InpatientDim","OB_TRA_CSECT"
"300","16","OB TRA VAG W INSTR","Inpatient - PSI-18 - OB Trauma Vaginal Delivery with Instrument","Regular","Name","False","WChar","","","InpatientDim","OB_TRA_VAG_W_INSTR"
"301","16","OB TRA VAG WO INSTR","Inpatient - PSI-19 - OB Trauma Vaginal Delivery without Instrument","Regular","Name","False","WChar","","","InpatientDim","OB_TRA_VAG_WO_INSTR"
"302","16","OB WOUND CSECT","Inpatient - OB Wound C-Section","Regular","Name","False","WChar","","","InpatientDim","OB_WOUND_CSECT"
"303","16","OB WOUND VAG","Inpatient - OB Wound Vaginal","Regular","Name","False","WChar","","","InpatientDim","OB_WOUND_VAG"
"304","16","OTHER OB COMP DEL","Inpatient - Other OB Complication of Delivery","Regular","Name","False","WChar","","","InpatientDim","OTHER_OB_COMP_DEL"
"305","16","POST PART URIN INFECT","Inpatient - Post-Partum Urinary Infection","Regular","Name","False","WChar","","","InpatientDim","POST_PART_URIN_INFECT"
"306","16","POSTOP AMI","Inpatient - Postoperative AMI","Regular","Name","False","WChar","","","InpatientDim","POSTOP_AMI"
"307","16","POSTOP DERANGEMNTS","Inpatient - PSI-10 - Postop Physiologic and Metabolic Derangement","Regular","Name","False","WChar","","","InpatientDim","POSTOP_DERANGEMNTS"
"308","16","POSTOP HEM","Inpatient - PSI-09 - Perioperative Hemorrhage or Hematoma","Regular","Name","False","WChar","","","InpatientDim","POSTOP_HEM"
"309","16","POSTOP HIP FRAC","Inpatient - PSI-08 - Postop Hip Fracture","Regular","Name","False","WChar","","","InpatientDim","POSTOP_HIP_FRAC"
"310","16","POSTOP IATRO CARD","Inpatient - Postop Iatrogenic Card","Regular","Name","False","WChar","","","InpatientDim","POSTOP_IATRO_CARD"
"311","16","POSTOP IATRO NERV","Inpatient - Postop Iatrogenic Nerv","Regular","Name","False","WChar","","","InpatientDim","POSTOP_IATRO_NERV"
"312","16","POSTOP PUL EMB","Inpatient - PSI-12 - Postop PE or DVT","Regular","Name","False","WChar","","","InpatientDim","POSTOP_PUL_EMB"
"313","16","POSTOP RESP FAILURE","Inpatient - PSI-11 - Postop Respiratory Failure","Regular","Name","False","WChar","","","InpatientDim","POSTOP_RESP_FAILURE"
"314","16","POSTOP SEPSIS","Inpatient - PSI-13 - Postop Sepsis - PSIs","Regular","Name","False","WChar","","","InpatientDim","POSTOP_SEPSIS"
"315","16","POSTOP WOUND DEHIS","Inpatient - PSI-14 - Postop Wound Dehiscence","Regular","Name","False","WChar","","","InpatientDim","POSTOP_WOUND_DEHIS"
"316","16","REOPEN SURG SITE","Inpatient - Reopen surgical site","Regular","Name","False","WChar","","","InpatientDim","REOPEN_SURG_SITE"
"317","16","SUTURE LACERATION","Inpatient - Suture Laceration","Regular","Name","False","WChar","12","","InpatientDim","SUTURE_LACERATION"
"318","16","TECH DIFF PROC","Inpatient - PSI-15 - Accidental Puncture or Laceration","Regular","Name","False","WChar","","","InpatientDim","TECH_DIFF_PROC"
"319","16","TRANSF REACTION","Inpatient - PSI-16 - Transfusion Reaction","Regular","Name","False","WChar","","","InpatientDim","TRANSF_REACTION"
"320","16","UTERINE RUPTURE","Inpatient - Uterine Rupture","Regular","Name","False","WChar","","","InpatientDim","UTERINE_RUPTURE"
"321","16","VTE 1","Inpatient - VTE-1 - Venous Thromboembolism Prophylaxis","Regular","Name","False","WChar","","","InpatientDim","VTE_1"
"322","16","VTE 2","Inpatient - VTE-2 - Intensive Care Unit Venous Thromboembolism Prophylaxis","Regular","Name","False","","","","",""
"323","16","VTE 3","Inpatient - VTE-3 - VTE Patients with Anticoagulation Overlap Therapy","Regular","Name","False","","","","",""
"324","16","VTE 4","Inpatient - VTE-4 - VTE Patients Receiving UFH Dosages Platelet Count Monitoring by Protocol","Regular","Name","False","WChar","","","InpatientDim","VTE_4"
"325","16","VTE 5","Inpatient - VTE-5 - VTE Discharge Instructions","Regular","Name","False","WChar","","","InpatientDim","VTE_5"
"326","16","VTE 6","Inpatient - VTE-6 -  	Hospital Acquired Potentially-Preventable Venous Thromboembolism","Regular","Name","False","WChar","","","InpatientDim","VTE_6"
"327","16","SCIP INF 3A","Inpatient - SCIP-INF-3A - Prophylactic Antibiotics Discontinued  24 Hrs Aft Surgery - Overall Rate","Regular","Name","False","WChar","12","","InpatientDim","SCIP_INF_3A"
"328","16","ED 1B","Inpatient - ED-1B - Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting","Regular","Name","False","WChar","12","","InpatientDim","ED_1B"
"329","16","CMS 7","Inpatient - CMS-07 - Foreign Object Retained after Surgery","Regular","Name","False","WChar","12","","InpatientDim","CMS_7"
"330","16","CMS 8","Inpatient - CMS-08 - Falls and Trauma","Regular","Name","False","WChar","12","","InpatientDim","CMS_8"
"331","16","FAIL RESCUE","Inpatient - PSI-04 - Death in Surgical Pts w Treatable Complications","Regular","Name","False","","","","",""
"332","16","SCIP INF 2H","Inpatient - SCIP-INF-2H - Prophylactic Antibiotic Selection for Surgical Patients - Vascular Surgery","Regular","Name","False","","","","",""
"333","16","IN CAHPS CMS 1","Inpatient - IN - Nurses - Treat With Courtesy and Respect","Regular","Key","False","WChar","256","","InpatientDim","IN_CAHPS_CMS_1"
"334","16","IN CAHPS CMS 10","Inpatient - IN - Hospital Environment - Room and Bathroom Cleanliness","Regular","Key","False","WChar","256","","InpatientDim","IN_CAHPS_CMS_10"
"335","16","IN CAHPS CMS 11","Inpatient - IN - Hospital Environment - Room and Area Quietness","Regular","Key","False","WChar","256","","InpatientDim","IN_CAHPS_CMS_11"
"336","16","IN CAHPS CMS 12","Inpatient - IN - Hospital Experience - Need Help with Toileting","Regular","Key","False","WChar","256","","InpatientDim","IN_CAHPS_CMS_12"
"337","16","IN CAHPS CMS 13","Inpatient - IN - Hospital Experience - Help Toileting As Soon As You Wanted","Regular","Key","False","WChar","256","","InpatientDim","IN_CAHPS_CMS_13CL"
"338","16","IN CAHPS CMS 14","Inpatient - IN - Hospital Experience - Need Pain Medicine","Regular","Key","False","WChar","256","","InpatientDim","IN_CAHPS_CMS_14"
"339","16","IN CAHPS CMS 15","Inpatient - IN - Hospital Experience - Pain Well Controlled","Regular","Key","False","WChar","256","","InpatientDim","IN_CAHPS_CMS_15CL"
"340","16","IN CAHPS CMS 16","Inpatient - IN - Hospital Experience - Staff Do Everything to Help With Pain","Regular","Key","False","WChar","256","","InpatientDim","IN_CAHPS_CMS_16CL"
"341","16","IN CAHPS CMS 18","Inpatient - IN - Hospital Experience - Given a New Medicine","Regular","Key","False","WChar","256","","InpatientDim","IN_CAHPS_CMS_18"
"342","16","IN CAHPS CMS 19","Inpatient - IN - Hospital Experience - Staff Describe Medicine Side effects","Regular","Key","False","WChar","256","","InpatientDim","IN_CAHPS_CMS_19CL"
"343","16","IN CAHPS CMS 2","Inpatient - IN - Nurses - Listen Carefully to You","Regular","Key","False","WChar","256","","InpatientDim","IN_CAHPS_CMS_2"
"344","16","IN CAHPS CMS 20","Inpatient - IN - Left Hospital - Discharge Destination","Regular","Key","False","WChar","256","","InpatientDim","IN_CAHPS_CMS_20"
"345","16","IN CAHPS CMS 21","Inpatient - IN - Left Hospital  - Staff Talk With You About Help When You Left","Regular","Key","False","WChar","256","","InpatientDim","IN_CAHPS_CMS_21CL"
